P1|P2|P3|样本数|平均月薪|链接|1年以内|1-3年|3-5年|5-10年|10年以上|24岁以下|25岁-29岁|30岁-34岁|35岁-39岁|40岁-44岁|45岁以上
服务业|餐饮|传菜员|8,737|￥3860|https://www.zhipin.com/salaryxc/c101120100_p290216.html|1年以内工作经验占比1%，平均月薪¥2,800；|1-3年工作经验占比51%，平均月薪¥3,164；|3-5年工作经验占比31%，平均月薪¥4,000；|5-10年工作经验占比16%，平均月薪¥4,000；|10年以上工作经验占比1%，平均月薪¥4,740；|24岁以下占比75%；|25岁-29岁占比10%；|30岁-34岁占比6%；|35岁-39岁占比4%；|40岁-44岁占比2%；|45岁以上占比3%；
服务业|餐饮|洗碗工|5,572|￥3339|https://www.zhipin.com/salaryxc/c101120100_p290217.html|1年以内工作经验占比2%，平均月薪¥3,300；|1-3年工作经验占比71%，平均月薪¥3,600；|3-5年工作经验占比2%，平均月薪¥3,729；|5-10年工作经验占比23%，平均月薪¥4,000；|10年以上工作经验占比2%，平均月薪¥5,586；|24岁以下占比29%；|25岁-29岁占比9%；|30岁-34岁占比8%；|35岁-39岁占比6%；|40岁-44岁占比6%；|45岁以上占比42%；
服务业|餐饮|凉菜厨师|1,956|￥5106|https://www.zhipin.com/salaryxc/c101120100_p290218.html||1-3年工作经验占比44%，平均月薪¥4,500；|3-5年工作经验占比49%，平均月薪¥5,600；|5-10年工作经验占比6%，平均月薪¥6,300；|10年以上工作经验占比1%，平均月薪¥7,400；|24岁以下占比40%；|25岁-29岁占比17%；|30岁-34岁占比12%；|35岁-39岁占比8%；|40岁-44岁占比7%；|45岁以上占比16%；
服务业|餐饮|中餐厨师|7,276|￥6386|https://www.zhipin.com/salaryxc/c101120100_p290219.html||1-3年工作经验占比36%，平均月薪¥6,500；|3-5年工作经验占比52%，平均月薪¥6,700；|5-10年工作经验占比11%，平均月薪¥7,000；|10年以上工作经验占比1%，平均月薪¥7,400；|24岁以下占比40%；|25岁-29岁占比13%；|30岁-34岁占比13%；|35岁-39岁占比12%；|40岁-44岁占比8%；|45岁以上占比14%；
服务业|餐饮|西餐厨师|1,606|￥4386|https://www.zhipin.com/salaryxc/c101120100_p290220.html||1-3年工作经验占比58%，平均月薪¥4,300；|3-5年工作经验占比40%，平均月薪¥5,000；||10年以上工作经验占比2%，平均月薪¥9,736；|24岁以下占比59%；|25岁-29岁占比13%；|30岁-34岁占比8%；|35岁-39岁占比8%；|40岁-44岁占比3%；|45岁以上占比9%；
服务业|餐饮|日料厨师|1,126|￥4816|https://www.zhipin.com/salaryxc/c101120100_p290221.html||1-3年工作经验占比51%，平均月薪¥5,700；|3-5年工作经验占比35%，平均月薪¥5,900；|5-10年工作经验占比13%，平均月薪¥6,668；|10年以上工作经验占比1%，平均月薪¥9,988；|24岁以下占比60%；|25岁-29岁占比15%；|30岁-34岁占比14%；|35岁-39岁占比7%；|40岁-44岁占比2%；|45岁以上占比2%；
服务业|餐饮|烧烤师傅|1,462|￥5463|https://www.zhipin.com/salaryxc/c101120100_p290222.html||1-3年工作经验占比53%，平均月薪¥6,000；|3-5年工作经验占比34%，平均月薪¥6,700；|5-10年工作经验占比13%，平均月薪¥7,700；||24岁以下占比47%；|25岁-29岁占比11%；|30岁-34岁占比15%；|35岁-39岁占比9%；|40岁-44岁占比7%；|45岁以上占比11%；
服务业|餐饮|奶茶店店员|15,024|￥3870|https://www.zhipin.com/salaryxc/c101120100_p290223.html||1-3年工作经验占比59%，平均月薪¥4,400；|3-5年工作经验占比27%，平均月薪¥6,183；|5-10年工作经验占比13%，平均月薪¥6,988；|10年以上工作经验占比1%，平均月薪¥10,467；|24岁以下占比87%；|25岁-29岁占比10%；|30岁-34岁占比2%；|35岁-39岁占比1%；||
服务业|餐饮|水台/水产员|15,131|￥4423|https://www.zhipin.com/salaryxc/c101120100_p290224.html|1年以内工作经验占比1%，平均月薪¥4,000；|1-3年工作经验占比72%，平均月薪¥5,000；|3-5年工作经验占比21%，平均月薪¥6,150；|5-10年工作经验占比5%，平均月薪¥6,700；|10年以上工作经验占比1%，平均月薪¥9,212；|24岁以下占比79%；|25岁-29岁占比12%；|30岁-34岁占比5%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比1%；
服务业|餐饮|面包/烘焙师|3,378|￥4293|https://www.zhipin.com/salaryxc/c101120100_p290225.html|1年以内工作经验占比1%，平均月薪¥3,600；|1-3年工作经验占比64%，平均月薪¥4,000；|3-5年工作经验占比28%，平均月薪¥4,400；|5-10年工作经验占比7%，平均月薪¥5,600；||24岁以下占比63%；|25岁-29岁占比14%；|30岁-34岁占比11%；|35岁-39岁占比7%；|40岁-44岁占比2%；|45岁以上占比3%；
服务业|餐饮|储备店长|6,860|￥5540|https://www.zhipin.com/salaryxc/c101120100_p290226.html|1年以内工作经验占比1%，平均月薪¥4,600；|1-3年工作经验占比85%，平均月薪¥5,000；|3-5年工作经验占比12%，平均月薪¥5,300；||10年以上工作经验占比2%，平均月薪¥9,300；|24岁以下占比73%；|25岁-29岁占比17%；|30岁-34岁占比6%；|35岁-39岁占比3%；|40岁-44岁占比1%；|
服务业|餐饮|调酒师|247|￥4593|https://www.zhipin.com/salaryxc/c101120100_p290227.html|1年以内工作经验占比1%，平均月薪¥4,150；|1-3年工作经验占比37%，平均月薪¥4,150；|3-5年工作经验占比54%，平均月薪¥4,600；|5-10年工作经验占比6%，平均月薪¥6,216；|10年以上工作经验占比2%，平均月薪¥7,100；|24岁以下占比82%；|25岁-29岁占比14%；|30岁-34岁占比3%；|35岁-39岁占比1%；||
服务业|餐饮|餐饮督导|3,561|￥6416|https://www.zhipin.com/salaryxc/c101120100_p290228.html||1-3年工作经验占比48%，平均月薪¥7,200；|3-5年工作经验占比51%，平均月薪¥7,300；||10年以上工作经验占比1%，平均月薪¥17,076；|24岁以下占比42%；|25岁-29岁占比23%；|30岁-34岁占比19%；|35岁-39岁占比12%；|40岁-44岁占比2%；|45岁以上占比2%；
服务业|零售|导购|37,911|￥5060|https://www.zhipin.com/salaryxc/c101120100_p290302.html|1年以内工作经验占比16%，平均月薪¥4,700；|1-3年工作经验占比75%，平均月薪¥5,000；|3-5年工作经验占比9%，平均月薪¥5,100；|||24岁以下占比48%；|25岁-29岁占比19%；|30岁-34岁占比15%；|35岁-39岁占比11%；|40岁-44岁占比5%；|45岁以上占比2%；
服务业|零售|店员/营业员|145,402|￥4376|https://www.zhipin.com/salaryxc/c101120100_p290303.html|1年以内工作经验占比31%，平均月薪¥4,300；|1-3年工作经验占比64%，平均月薪¥4,300；|3-5年工作经验占比4%，平均月薪¥4,400；||10年以上工作经验占比1%，平均月薪¥0；|24岁以下占比66%；|25岁-29岁占比14%；|30岁-34岁占比8%；|35岁-39岁占比6%；|40岁-44岁占比4%；|45岁以上占比2%；
服务业|零售|门店店长|43,791|￥6516|https://www.zhipin.com/salaryxc/c101120100_p290304.html|1年以内工作经验占比7%，平均月薪¥5,300；|1-3年工作经验占比57%，平均月薪¥6,000；|3-5年工作经验占比31%，平均月薪¥7,100；|5-10年工作经验占比5%，平均月薪¥8,800；||24岁以下占比37%；|25岁-29岁占比23%；|30岁-34岁占比19%；|35岁-39岁占比13%；|40岁-44岁占比5%；|45岁以上占比3%；
服务业|零售|督导/巡店|56,622|￥6643|https://www.zhipin.com/salaryxc/c101120100_p290305.html|1年以内工作经验占比12%，平均月薪¥5,700；|1-3年工作经验占比68%，平均月薪¥6,400；|3-5年工作经验占比18%，平均月薪¥7,300；|5-10年工作经验占比2%，平均月薪¥8,800；||24岁以下占比43%；|25岁-29岁占比24%；|30岁-34岁占比18%；|35岁-39岁占比10%；|40岁-44岁占比3%；|45岁以上占比2%；
服务业|零售|陈列员|8,130|￥4600|https://www.zhipin.com/salaryxc/c101120100_p290306.html|1年以内工作经验占比1%，平均月薪¥3,700；|1-3年工作经验占比34%，平均月薪¥5,900；|3-5年工作经验占比64%，平均月薪¥6,000；||10年以上工作经验占比1%，平均月薪¥10,335；|24岁以下占比59%；|25岁-29岁占比17%；|30岁-34岁占比11%；|35岁-39岁占比7%；|40岁-44岁占比3%；|45岁以上占比3%；
服务业|零售|理货员|12,647|￥4500|https://www.zhipin.com/salaryxc/c101120100_p290307.html|1年以内工作经验占比2%，平均月薪¥4,000；|1-3年工作经验占比68%，平均月薪¥4,000；|3-5年工作经验占比7%，平均月薪¥4,400；|5-10年工作经验占比22%，平均月薪¥4,520；|10年以上工作经验占比1%，平均月薪¥6,772；|24岁以下占比38%；|25岁-29岁占比16%；|30岁-34岁占比15%；|35岁-39岁占比13%；|40岁-44岁占比9%；|45岁以上占比9%；
服务业|零售|防损员|526|￥4609|https://www.zhipin.com/salaryxc/c101120100_p290308.html||1-3年工作经验占比32%，平均月薪¥3,600；|3-5年工作经验占比56%，平均月薪¥4,068；|5-10年工作经验占比11%，平均月薪¥4,300；|10年以上工作经验占比1%，平均月薪¥6,094；|24岁以下占比48%；|25岁-29岁占比20%；|30岁-34岁占比13%；|35岁-39岁占比11%；|40岁-44岁占比5%；|45岁以上占比3%；
服务业|零售|卖场经理|6,679|￥6693|https://www.zhipin.com/salaryxc/c101120100_p290309.html||1-3年工作经验占比41%，平均月薪¥5,700；|3-5年工作经验占比52%，平均月薪¥6,300；|5-10年工作经验占比6%，平均月薪¥9,400；|10年以上工作经验占比1%，平均月薪¥14,080；|24岁以下占比54%；|25岁-29岁占比23%；|30岁-34岁占比11%；|35岁-39岁占比8%；|40岁-44岁占比3%；|45岁以上占比1%；
服务业|零售|促销员|34,948|￥4933|https://www.zhipin.com/salaryxc/c101120100_p290311.html|1年以内工作经验占比2%，平均月薪¥4,000；|1-3年工作经验占比44%，平均月薪¥4,300；|3-5年工作经验占比30%，平均月薪¥5,000；|5-10年工作经验占比22%，平均月薪¥5,651；|10年以上工作经验占比2%，平均月薪¥8,465；|24岁以下占比61%；|25岁-29岁占比14%；|30岁-34岁占比10%；|35岁-39岁占比7%；|40岁-44岁占比4%；|45岁以上占比4%；
服务业|零售|商场运营|499|￥5596|https://www.zhipin.com/salaryxc/c101120100_p290314.html|1年以内工作经验占比1%，平均月薪¥4,150；|1-3年工作经验占比84%，平均月薪¥5,600；|3-5年工作经验占比9%，平均月薪¥7,800；|5-10年工作经验占比5%，平均月薪¥12,600；|10年以上工作经验占比1%，平均月薪¥18,874；|24岁以下占比35%；|25岁-29岁占比23%；|30岁-34岁占比14%；|35岁-39岁占比13%；|40岁-44岁占比9%；|45岁以上占比6%；
服务业|安保/家政/维修|保安|61,425|￥3866|https://www.zhipin.com/salaryxc/c101120100_p290105.html|1年以内工作经验占比2%，平均月薪¥2,900；|1-3年工作经验占比70%，平均月薪¥3,277；|3-5年工作经验占比3%，平均月薪¥3,700；|5-10年工作经验占比23%，平均月薪¥4,400；|10年以上工作经验占比2%，平均月薪¥4,909；|24岁以下占比55%；|25岁-29岁占比13%；|30岁-34岁占比9%；|35岁-39岁占比6%；|40岁-44岁占比4%；|45岁以上占比13%；
服务业|安保/家政/维修|保洁|23,710|￥4133|https://www.zhipin.com/salaryxc/c101120100_p290106.html|1年以内工作经验占比2%，平均月薪¥2,600；|1-3年工作经验占比70%，平均月薪¥3,000；|3-5年工作经验占比24%，平均月薪¥3,300；|5-10年工作经验占比3%，平均月薪¥3,600；|10年以上工作经验占比1%，平均月薪¥4,000；|24岁以下占比17%；|25岁-29岁占比11%；|30岁-34岁占比12%；|35岁-39岁占比12%；|40岁-44岁占比10%；|45岁以上占比38%；
服务业|安保/家政/维修|保姆|27,582|￥6463|https://www.zhipin.com/salaryxc/c101120100_p290108.html|1年以内工作经验占比1%，平均月薪¥3,600；|1-3年工作经验占比83%，平均月薪¥5,800；|3-5年工作经验占比14%，平均月薪¥6,100；|5-10年工作经验占比1%，平均月薪¥6,150；|10年以上工作经验占比1%，平均月薪¥9,212；|24岁以下占比30%；|25岁-29岁占比13%；|30岁-34岁占比14%；|35岁-39岁占比13%；|40岁-44岁占比11%；|45岁以上占比19%；
服务业|安保/家政/维修|月嫂|10,125|￥6406|https://www.zhipin.com/salaryxc/c101120100_p290109.html||1-3年工作经验占比42%，平均月薪¥6,800；|3-5年工作经验占比45%，平均月薪¥7,100；|5-10年工作经验占比12%，平均月薪¥7,685；|10年以上工作经验占比1%，平均月薪¥11,512；|24岁以下占比16%；|25岁-29岁占比12%；|30岁-34岁占比17%；|35岁-39岁占比18%；|40岁-44岁占比15%；|45岁以上占比22%；
服务业|安保/家政/维修|育婴师|6,196|￥5626|https://www.zhipin.com/salaryxc/c101120100_p290110.html||1-3年工作经验占比47%，平均月薪¥6,100；|3-5年工作经验占比12%，平均月薪¥6,100；|5-10年工作经验占比40%，平均月薪¥7,100；|10年以上工作经验占比1%，平均月薪¥10,635；|24岁以下占比21%；|25岁-29岁占比11%；|30岁-34岁占比12%；|35岁-39岁占比17%；|40岁-44岁占比15%；|45岁以上占比24%；
服务业|安保/家政/维修|护工|14,752|￥5993|https://www.zhipin.com/salaryxc/c101120100_p290111.html|1年以内工作经验占比1%，平均月薪¥2,400；|1-3年工作经验占比87%，平均月薪¥3,595；|3-5年工作经验占比11%，平均月薪¥4,000；||10年以上工作经验占比1%，平均月薪¥5,000；|24岁以下占比20%；|25岁-29岁占比10%；|30岁-34岁占比11%；|35岁-39岁占比11%；|40岁-44岁占比12%；|45岁以上占比36%；
服务业|安保/家政/维修|安检员|8,653|￥4700|https://www.zhipin.com/salaryxc/c101120100_p290112.html||1-3年工作经验占比73%，平均月薪¥3,729；|3-5年工作经验占比11%，平均月薪¥4,000；|5-10年工作经验占比15%，平均月薪¥5,586；|10年以上工作经验占比1%，平均月薪¥5,700；|24岁以下占比72%；|25岁-29岁占比17%；|30岁-34岁占比7%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比1%；
服务业|安保/家政/维修|手机维修|1,906|￥5163|https://www.zhipin.com/salaryxc/c101120100_p290113.html|1年以内工作经验占比1%，平均月薪¥4,700；|1-3年工作经验占比72%，平均月薪¥5,000；|3-5年工作经验占比9%，平均月薪¥5,600；|5-10年工作经验占比17%，平均月薪¥6,329；|10年以上工作经验占比1%，平均月薪¥9,480；|24岁以下占比64%；|25岁-29岁占比18%；|30岁-34岁占比9%；|35岁-39岁占比5%；|40岁-44岁占比2%；|45岁以上占比2%；
服务业|安保/家政/维修|家电维修|4,764|￥6780|https://www.zhipin.com/salaryxc/c101120100_p290114.html|1年以内工作经验占比1%，平均月薪¥1,700；|1-3年工作经验占比47%，平均月薪¥5,000；|3-5年工作经验占比52%，平均月薪¥6,400；|||24岁以下占比27%；|25岁-29岁占比19%；|30岁-34岁占比22%；|35岁-39岁占比17%；|40岁-44岁占比8%；|45岁以上占比7%；
服务业|安保/家政/维修|保安主管/队长|3,588|￥5040|https://www.zhipin.com/salaryxc/c101120100_p290117.html||1-3年工作经验占比54%，平均月薪¥5,300；|3-5年工作经验占比45%，平均月薪¥5,700；||10年以上工作经验占比1%，平均月薪¥7,939；|24岁以下占比26%；|25岁-29岁占比23%；|30岁-34岁占比17%；|35岁-39岁占比12%；|40岁-44岁占比11%；|45岁以上占比11%；
服务业|安保/家政/维修|产后康复师|5,679|￥5536|https://www.zhipin.com/salaryxc/c101120100_p290118.html|1年以内工作经验占比1%，平均月薪¥5,700；|1-3年工作经验占比78%，平均月薪¥6,500；|3-5年工作经验占比20%，平均月薪¥6,700；||10年以上工作经验占比1%，平均月薪¥14,979；|24岁以下占比37%；|25岁-29岁占比17%；|30岁-34岁占比17%；|35岁-39岁占比17%；|40岁-44岁占比7%；|45岁以上占比5%；
服务业|安保/家政/维修|押运员|1,202|￥4393|https://www.zhipin.com/salaryxc/c101120100_p290120.html||1-3年工作经验占比84%，平均月薪¥3,000；||5-10年工作经验占比14%，平均月薪¥4,300；|10年以上工作经验占比2%，平均月薪¥5,079；|24岁以下占比43%；|25岁-29岁占比24%；|30岁-34岁占比14%；|35岁-39岁占比9%；|40岁-44岁占比4%；|45岁以上占比6%；
服务业|安保/家政/维修|消防中控员|5,995|￥4413|https://www.zhipin.com/salaryxc/c101120100_p290121.html||1-3年工作经验占比81%，平均月薪¥4,300；|3-5年工作经验占比17%，平均月薪¥4,950；||10年以上工作经验占比2%，平均月薪¥7,489；|24岁以下占比19%；|25岁-29岁占比14%；|30岁-34岁占比13%；|35岁-39岁占比18%；|40岁-44岁占比16%；|45岁以上占比20%；
服务业|安保/家政/维修|保洁主管|2,527|￥4796|https://www.zhipin.com/salaryxc/c101120100_p290122.html||1-3年工作经验占比44%，平均月薪¥4,600；|3-5年工作经验占比48%，平均月薪¥4,700；|5-10年工作经验占比6%，平均月薪¥6,000；|10年以上工作经验占比2%，平均月薪¥8,987；|24岁以下占比20%；|25岁-29岁占比10%；|30岁-34岁占比15%；|35岁-39岁占比14%；|40岁-44岁占比15%；|45岁以上占比26%；
服务业|安保/家政/维修|消防维保员|910|￥5466|https://www.zhipin.com/salaryxc/c101120100_p290123.html||1-3年工作经验占比84%，平均月薪¥5,700；|3-5年工作经验占比12%，平均月薪¥5,900；|5-10年工作经验占比3%，平均月薪¥6,300；|10年以上工作经验占比1%，平均月薪¥8,538；|24岁以下占比22%；|25岁-29岁占比20%；|30岁-34岁占比18%；|35岁-39岁占比18%；|40岁-44岁占比11%；|45岁以上占比11%；
服务业|安保/家政/维修|电动车/摩托车维修|0||https://www.zhipin.com/salaryxc/c101120100_p290124.html|||||||||||
服务业|安保/家政/维修|电脑/打印机维修|1,345|￥4946|https://www.zhipin.com/salaryxc/c101120100_p290166.html||1-3年工作经验占比68%，平均月薪¥4,600；|3-5年工作经验占比16%，平均月薪¥5,000；|5-10年工作经验占比15%，平均月薪¥5,651；|10年以上工作经验占比1%，平均月薪¥8,465；|24岁以下占比58%；|25岁-29岁占比21%；|30岁-34岁占比10%；|35岁-39岁占比6%；|40岁-44岁占比4%；|45岁以上占比1%；
服务业|安保/家政/维修|收纳师|672|￥6833|https://www.zhipin.com/salaryxc/c101120100_p290169.html|1年以内工作经验占比4%，平均月薪¥4,950；|1-3年工作经验占比27%，平均月薪¥5,737；|3-5年工作经验占比46%，平均月薪¥8,062；|5-10年工作经验占比22%，平均月薪¥9,112；|10年以上工作经验占比1%，平均月薪¥13,650；|24岁以下占比35%；|25岁-29岁占比19%；|30岁-34岁占比16%；|35岁-39岁占比16%；|40岁-44岁占比7%；|45岁以上占比7%；
服务业|宠物服务|宠物美容|1,137|￥4250|https://www.zhipin.com/salaryxc/c101120100_p290601.html|1年以内工作经验占比1%，平均月薪¥4,000；|1-3年工作经验占比76%，平均月薪¥4,150；|3-5年工作经验占比4%，平均月薪¥4,600；|5-10年工作经验占比18%，平均月薪¥4,690；|10年以上工作经验占比1%，平均月薪¥7,026；|24岁以下占比78%；|25岁-29岁占比13%；|30岁-34岁占比5%；|35岁-39岁占比3%；||45岁以上占比1%；
服务业|宠物服务|宠物医生|1,297|￥4059|https://www.zhipin.com/salaryxc/c101120100_p290602.html|1年以内工作经验占比1%，平均月薪¥2,600；|1-3年工作经验占比56%，平均月薪¥5,700；|3-5年工作经验占比40%，平均月薪¥7,700；|5-10年工作经验占比2%，平均月薪¥10,800；|10年以上工作经验占比1%，平均月薪¥16,177；|24岁以下占比82%；|25岁-29岁占比14%；|30岁-34岁占比2%；|35岁-39岁占比2%；||
服务业|婚礼/花艺|花艺师|1,135|￥3716|https://www.zhipin.com/salaryxc/c101120100_p290701.html|1年以内工作经验占比1%，平均月薪¥4,100；|1-3年工作经验占比90%，平均月薪¥4,700；|3-5年工作经验占比8%，平均月薪¥4,700；||10年以上工作经验占比1%，平均月薪¥9,736；|24岁以下占比72%；|25岁-29岁占比12%；|30岁-34岁占比8%；|35岁-39岁占比4%；|40岁-44岁占比2%；|45岁以上占比2%；
服务业|婚礼/花艺|婚礼策划|4,437|￥4399|https://www.zhipin.com/salaryxc/c101120100_p290702.html|1年以内工作经验占比1%，平均月薪¥3,750；|1-3年工作经验占比65%，平均月薪¥4,700；|3-5年工作经验占比14%，平均月薪¥4,700；|5-10年工作经验占比19%，平均月薪¥5,312；|10年以上工作经验占比1%，平均月薪¥7,957；|24岁以下占比80%；|25岁-29岁占比16%；|30岁-34岁占比3%；|35岁-39岁占比1%；||
服务业|美容保健|理疗师|8,789|￥5870|https://www.zhipin.com/salaryxc/c101120100_p210403.html||1-3年工作经验占比51%，平均月薪¥6,200；|3-5年工作经验占比43%，平均月薪¥6,500；|5-10年工作经验占比6%，平均月薪¥6,900；||24岁以下占比29%；|25岁-29岁占比15%；|30岁-34岁占比17%；|35岁-39岁占比16%；|40岁-44岁占比12%；|45岁以上占比11%；
服务业|美容保健|针灸推拿|5,209|￥5750|https://www.zhipin.com/salaryxc/c101120100_p210404.html||1-3年工作经验占比56%，平均月薪¥6,000；|3-5年工作经验占比40%，平均月薪¥7,700；|5-10年工作经验占比3%，平均月薪¥8,500；|10年以上工作经验占比1%，平均月薪¥12,732；|24岁以下占比27%；|25岁-29岁占比12%；|30岁-34岁占比15%；|35岁-39岁占比16%；|40岁-44岁占比13%；|45岁以上占比17%；
