P1|P2|P3|样本数|平均月薪|链接|1年以内|1-3年|3-5年|5-10年|10年以上|24岁以下|25岁-29岁|30岁-34岁|35岁-39岁|40岁-44岁|45岁以上
市场|市场营销|市场总监|19,004|￥15183|https://www.zhipin.com/salaryxc/c101120100_p140401.html|1年以内工作经验占比2%，平均月薪¥10,000；|1-3年工作经验占比33%，平均月薪¥13,500；|3-5年工作经验占比31%，平均月薪¥16,450；|5-10年工作经验占比33%，平均月薪¥18,500；|10年以上工作经验占比1%，平均月薪¥22,600；|24岁以下占比11%；|25岁-29岁占比19%；|30岁-34岁占比27%；|35岁-39岁占比24%；|40岁-44岁占比14%；|45岁以上占比5%；
市场|市场营销|CMO|189|￥18240|https://www.zhipin.com/salaryxc/c101120100_p140404.html|1年以内工作经验占比1%，平均月薪¥6,500；|1-3年工作经验占比1%，平均月薪¥8,148；|3-5年工作经验占比29%，平均月薪¥10,100；|5-10年工作经验占比68%，平均月薪¥15,000；|10年以上工作经验占比1%，平均月薪¥22,469；|24岁以下占比7%；|25岁-29岁占比29%；|30岁-34岁占比40%；|35岁-39岁占比14%；|40岁-44岁占比10%；|
市场|市场营销|会务/会展策划|2,373|￥6096|https://www.zhipin.com/salaryxc/c101120100_p140505.html||1-3年工作经验占比56%，平均月薪¥5,000；|3-5年工作经验占比42%，平均月薪¥7,700；|5-10年工作经验占比1%，平均月薪¥8,000；|10年以上工作经验占比1%，平均月薪¥11,534；|24岁以下占比57%；|25岁-29岁占比28%；|30岁-34岁占比10%；|35岁-39岁占比4%；|40岁-44岁占比1%；|
市场|市场营销|会务/会展执行|11,502|￥5136|https://www.zhipin.com/salaryxc/c101120100_p140506.html||1-3年工作经验占比87%，平均月薪¥5,500；|3-5年工作经验占比12%，平均月薪¥6,000；||10年以上工作经验占比1%，平均月薪¥9,886；|24岁以下占比66%；|25岁-29岁占比22%；|30岁-34岁占比7%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比1%；
市场|调研分析|商业数据分析|1,325|￥8790|https://www.zhipin.com/salaryxc/c101120100_p140108.html||1-3年工作经验占比51%，平均月薪¥6,000；|3-5年工作经验占比46%，平均月薪¥9,650；|5-10年工作经验占比2%，平均月薪¥10,500；|10年以上工作经验占比1%，平均月薪¥19,700；|24岁以下占比43%；|25岁-29岁占比39%；|30岁-34岁占比11%；|35岁-39岁占比4%；|40岁-44岁占比1%；|45岁以上占比2%；
市场|调研分析|选址开发|20,305|￥7316|https://www.zhipin.com/salaryxc/c101120100_p140114.html|1年以内工作经验占比18%，平均月薪¥5,900；|1-3年工作经验占比56%，平均月薪¥6,700；|3-5年工作经验占比17%，平均月薪¥7,100；|5-10年工作经验占比8%，平均月薪¥10,000；|10年以上工作经验占比1%，平均月薪¥13,200；|24岁以下占比28%；|25岁-29岁占比24%；|30岁-34岁占比27%；|35岁-39岁占比16%；|40岁-44岁占比4%；|45岁以上占比1%；
市场|公关|品牌公关|10,037|￥8006|https://www.zhipin.com/salaryxc/c101120100_p140203.html||1-3年工作经验占比29%，平均月薪¥6,600；|3-5年工作经验占比58%，平均月薪¥8,600；|5-10年工作经验占比12%，平均月薪¥13,550；|10年以上工作经验占比1%，平均月薪¥31,600；|24岁以下占比39%；|25岁-29岁占比26%；|30岁-34岁占比19%；|35岁-39岁占比12%；|40岁-44岁占比3%；|45岁以上占比1%；
市场|公关|公关总监|1,267|￥11063|https://www.zhipin.com/salaryxc/c101120100_p140405.html||1-3年工作经验占比52%，平均月薪¥9,100；|3-5年工作经验占比27%，平均月薪¥11,700；|5-10年工作经验占比20%，平均月薪¥13,631；|10年以上工作经验占比1%，平均月薪¥15,800；|24岁以下占比50%；|25岁-29岁占比21%；|30岁-34岁占比12%；|35岁-39岁占比11%；|40岁-44岁占比4%；|45岁以上占比2%；
市场|广告|广告客户执行|3,264|￥5156|https://www.zhipin.com/salaryxc/c101120100_p140202.html||1-3年工作经验占比87%，平均月薪¥5,600；|3-5年工作经验占比11%，平均月薪¥5,850；||10年以上工作经验占比2%，平均月薪¥8,762；|24岁以下占比58%；|25岁-29岁占比29%；|30岁-34岁占比8%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比1%；
市场|广告|创意总监|1,070|￥10053|https://www.zhipin.com/salaryxc/c101120100_p140407.html||1-3年工作经验占比33%，平均月薪¥12,000；|3-5年工作经验占比51%，平均月薪¥12,600；|5-10年工作经验占比16%，平均月薪¥15,000；||24岁以下占比10%；|25岁-29岁占比32%；|30岁-34岁占比38%；|35岁-39岁占比16%；|40岁-44岁占比3%；|45岁以上占比1%；
市场|广告|广告创意策划|1,515|￥7566|https://www.zhipin.com/salaryxc/c101120100_p140601.html||1-3年工作经验占比69%，平均月薪¥6,900；|3-5年工作经验占比30%，平均月薪¥8,300；||10年以上工作经验占比1%，平均月薪¥12,432；|24岁以下占比45%；|25岁-29岁占比33%；|30岁-34岁占比16%；|35岁-39岁占比5%；|40岁-44岁占比1%；|
市场|广告|美术指导|173|￥8166|https://www.zhipin.com/salaryxc/c101120100_p140602.html||1-3年工作经验占比21%，平均月薪¥7,700；|3-5年工作经验占比75%，平均月薪¥8,600；|5-10年工作经验占比3%，平均月薪¥8,700；|10年以上工作经验占比1%，平均月薪¥9,400；|24岁以下占比28%；|25岁-29岁占比32%；|30岁-34岁占比25%；|35岁-39岁占比12%；|40岁-44岁占比2%；|45岁以上占比1%；
市场|广告|策划经理|8,343|￥10576|https://www.zhipin.com/salaryxc/c101120100_p140604.html||1-3年工作经验占比28%，平均月薪¥8,000；|3-5年工作经验占比61%，平均月薪¥8,600；|5-10年工作经验占比11%，平均月薪¥10,000；||24岁以下占比24%；|25岁-29岁占比29%；|30岁-34岁占比26%；|35岁-39岁占比15%；|40岁-44岁占比5%；|45岁以上占比1%；
市场|广告|广告文案|5,801|￥5733|https://www.zhipin.com/salaryxc/c101120100_p140605.html||1-3年工作经验占比71%，平均月薪¥5,700；|3-5年工作经验占比27%，平均月薪¥6,000；|5-10年工作经验占比2%，平均月薪¥6,600；||24岁以下占比57%；|25岁-29岁占比27%；|30岁-34岁占比11%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比1%；
市场|广告|广告制作|2,196|￥5933|https://www.zhipin.com/salaryxc/c101120100_p140607.html|1年以内工作经验占比1%，平均月薪¥4,700；|1-3年工作经验占比77%，平均月薪¥5,100；|3-5年工作经验占比19%，平均月薪¥6,700；|5-10年工作经验占比2%，平均月薪¥9,100；|10年以上工作经验占比1%，平均月薪¥13,631；|24岁以下占比51%；|25岁-29岁占比23%；|30岁-34岁占比13%；|35岁-39岁占比8%；|40岁-44岁占比3%；|45岁以上占比2%；
市场|广告|广告审核|2,589|￥4546|https://www.zhipin.com/salaryxc/c101120100_p140611.html||1-3年工作经验占比65%，平均月薪¥4,850；|3-5年工作经验占比23%，平均月薪¥6,042；|5-10年工作经验占比11%，平均月薪¥6,829；|10年以上工作经验占比1%，平均月薪¥10,230；|24岁以下占比85%；|25岁-29岁占比13%；|30岁-34岁占比1%；|35岁-39岁占比1%；||
市场|广告|广告/会展项目经理|741|￥6593|https://www.zhipin.com/salaryxc/c101120100_p140612.html||1-3年工作经验占比50%，平均月薪¥5,900；|3-5年工作经验占比31%，平均月薪¥6,700；|5-10年工作经验占比18%，平均月薪¥8,700；|10年以上工作经验占比1%，平均月薪¥13,032；|24岁以下占比35%；|25岁-29岁占比31%；|30岁-34岁占比21%；|35岁-39岁占比10%；|40岁-44岁占比2%；|45岁以上占比1%；
市场|政府事务|政府关系|15,850|￥7986|https://www.zhipin.com/salaryxc/c101120100_p140112.html||1-3年工作经验占比29%，平均月薪¥7,100；|3-5年工作经验占比58%，平均月薪¥9,400；|5-10年工作经验占比13%，平均月薪¥13,800；||24岁以下占比30%；|25岁-29岁占比23%；|30岁-34岁占比19%；|35岁-39岁占比16%；|40岁-44岁占比9%；|45岁以上占比3%；
市场|政府事务|政策研究|1,489|￥9540|https://www.zhipin.com/salaryxc/c101120100_p140801.html||1-3年工作经验占比18%，平均月薪¥5,600；|3-5年工作经验占比61%，平均月薪¥8,300；|5-10年工作经验占比21%，平均月薪¥10,800；||24岁以下占比31%；|25岁-29岁占比36%；|30岁-34岁占比15%；|35岁-39岁占比11%；|40岁-44岁占比4%；|45岁以上占比3%；
市场|政府事务|社工|1,913|￥3710|https://www.zhipin.com/salaryxc/c101120100_p140803.html||1-3年工作经验占比46%，平均月薪¥4,000；|3-5年工作经验占比40%，平均月薪¥4,200；|5-10年工作经验占比13%，平均月薪¥4,746；|10年以上工作经验占比1%，平均月薪¥7,110；|24岁以下占比51%；|25岁-29岁占比19%；|30岁-34岁占比15%；|35岁-39岁占比10%；|40岁-44岁占比3%；|45岁以上占比2%；
市场|政府事务|项目申报专员|3,946|￥6753|https://www.zhipin.com/salaryxc/c101120100_p140804.html||1-3年工作经验占比71%，平均月薪¥5,800；|3-5年工作经验占比26%，平均月薪¥7,000；|5-10年工作经验占比3%，平均月薪¥10,000；||24岁以下占比46%；|25岁-29岁占比40%；|30岁-34岁占比8%；|35岁-39岁占比4%；|40岁-44岁占比1%；|45岁以上占比1%；
市场|推广/投放|网络推广|72,618|￥5673|https://www.zhipin.com/salaryxc/c101120100_p130109.html|1年以内工作经验占比17%，平均月薪¥6,000；|1-3年工作经验占比69%，平均月薪¥6,300；|3-5年工作经验占比12%，平均月薪¥8,000；|5-10年工作经验占比2%，平均月薪¥11,000；||24岁以下占比75%；|25岁-29岁占比16%；|30岁-34岁占比6%；|35岁-39岁占比2%；|40岁-44岁占比1%；|
市场|推广/投放|市场推广/地推|98,606|￥6956|https://www.zhipin.com/salaryxc/c101120100_p140104.html|1年以内工作经验占比17%，平均月薪¥5,700；|1-3年工作经验占比64%，平均月薪¥7,000；|3-5年工作经验占比16%，平均月薪¥7,900；|5-10年工作经验占比2%，平均月薪¥10,000；|10年以上工作经验占比1%，平均月薪¥24,600；|24岁以下占比51%；|25岁-29岁占比22%；|30岁-34岁占比13%；|35岁-39岁占比8%；|40岁-44岁占比4%；|45岁以上占比2%；
市场|推广/投放|SEO|2,616|￥7376|https://www.zhipin.com/salaryxc/c101120100_p140105.html||1-3年工作经验占比59%，平均月薪¥5,900；|3-5年工作经验占比35%，平均月薪¥7,200；|5-10年工作经验占比5%，平均月薪¥12,900；|10年以上工作经验占比1%，平均月薪¥19,323；|24岁以下占比41%；|25岁-29岁占比28%；|30岁-34岁占比18%；|35岁-39岁占比9%；|40岁-44岁占比2%；|45岁以上占比2%；
市场|推广/投放|SEM|8,731|￥8046|https://www.zhipin.com/salaryxc/c101120100_p140106.html||1-3年工作经验占比68%，平均月薪¥7,000；|3-5年工作经验占比30%，平均月薪¥7,100；|5-10年工作经验占比1%，平均月薪¥8,000；|10年以上工作经验占比1%，平均月薪¥10,485；|24岁以下占比45%；|25岁-29岁占比26%；|30岁-34岁占比19%；|35岁-39岁占比7%；|40岁-44岁占比2%；|45岁以上占比1%；
市场|推广/投放|游戏推广|12,825|￥4833|https://www.zhipin.com/salaryxc/c101120100_p140115.html|1年以内工作经验占比2%，平均月薪¥5,300；|1-3年工作经验占比75%，平均月薪¥8,600；|3-5年工作经验占比1%，平均月薪¥10,000；|5-10年工作经验占比21%，平均月薪¥11,302；|10年以上工作经验占比1%，平均月薪¥16,930；|24岁以下占比66%；|25岁-29岁占比19%；|30岁-34岁占比10%；|35岁-39岁占比4%；|40岁-44岁占比1%；|
市场|推广/投放|信息流优化师|23,159|￥7473|https://www.zhipin.com/salaryxc/c101120100_p140116.html|1年以内工作经验占比14%，平均月薪¥6,100；|1-3年工作经验占比76%，平均月薪¥7,000；|3-5年工作经验占比10%，平均月薪¥7,900；|||24岁以下占比63%；|25岁-29岁占比25%；|30岁-34岁占比9%；|35岁-39岁占比3%；||
市场|推广/投放|媒介专员|21,751|￥5176|https://www.zhipin.com/salaryxc/c101120100_p140204.html|1年以内工作经验占比1%，平均月薪¥5,000；|1-3年工作经验占比75%，平均月薪¥5,400；|3-5年工作经验占比4%，平均月薪¥5,600；|5-10年工作经验占比18%，平均月薪¥6,103；|10年以上工作经验占比2%，平均月薪¥9,142；|24岁以下占比78%；|25岁-29岁占比17%；|30岁-34岁占比3%；|35岁-39岁占比1%；||45岁以上占比1%；
市场|推广/投放|媒介经理/总监|2,850|￥6803|https://www.zhipin.com/salaryxc/c101120100_p140206.html||1-3年工作经验占比39%，平均月薪¥6,900；|3-5年工作经验占比58%，平均月薪¥9,200；|5-10年工作经验占比2%，平均月薪¥15,000；|10年以上工作经验占比1%，平均月薪¥22,469；|24岁以下占比68%；|25岁-29岁占比17%；|30岁-34岁占比8%；|35岁-39岁占比6%；|40岁-44岁占比1%；|
市场|推广/投放|媒介投放|11,289|￥7629|https://www.zhipin.com/salaryxc/c101120100_p140608.html||1-3年工作经验占比77%，平均月薪¥7,400；|3-5年工作经验占比21%，平均月薪¥8,200；||10年以上工作经验占比2%，平均月薪¥14,979；|24岁以下占比67%；|25岁-29岁占比22%；|30岁-34岁占比8%；|35岁-39岁占比2%；||45岁以上占比1%；
市场|推广/投放|媒介商务BD|10,499|￥6496|https://www.zhipin.com/salaryxc/c101120100_p140609.html|1年以内工作经验占比1%，平均月薪¥5,000；|1-3年工作经验占比87%，平均月薪¥6,400；|3-5年工作经验占比10%，平均月薪¥7,400；|5-10年工作经验占比1%，平均月薪¥15,200；|10年以上工作经验占比1%，平均月薪¥22,768；|24岁以下占比72%；|25岁-29岁占比21%；|30岁-34岁占比5%；|35岁-39岁占比2%；||
人力/财务/行政|人力资源|招聘|162,792|￥4716|https://www.zhipin.com/salaryxc/c101120100_p150102.html|1年以内工作经验占比20%，平均月薪¥4,600；|1-3年工作经验占比68%，平均月薪¥4,700；|3-5年工作经验占比11%，平均月薪¥6,000；|5-10年工作经验占比1%，平均月薪¥6,400；||24岁以下占比66%；|25岁-29岁占比23%；|30岁-34岁占比7%；|35岁-39岁占比3%；|40岁-44岁占比1%；|
人力/财务/行政|人力资源|HRBP|32,452|￥7623|https://www.zhipin.com/salaryxc/c101120100_p150103.html|1年以内工作经验占比4%，平均月薪¥5,600；|1-3年工作经验占比42%，平均月薪¥6,300；|3-5年工作经验占比42%，平均月薪¥7,700；|5-10年工作经验占比11%，平均月薪¥10,000；|10年以上工作经验占比1%，平均月薪¥11,400；|24岁以下占比31%；|25岁-29岁占比36%；|30岁-34岁占比23%；|35岁-39岁占比8%；|40岁-44岁占比1%；|45岁以上占比1%；
人力/财务/行政|人力资源|人力资源专员/助理|433,893|￥4610|https://www.zhipin.com/salaryxc/c101120100_p150104.html|1年以内工作经验占比28%，平均月薪¥3,500；|1-3年工作经验占比65%，平均月薪¥4,300；|3-5年工作经验占比7%，平均月薪¥4,300；|||24岁以下占比72%；|25岁-29岁占比19%；|30岁-34岁占比5%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比1%；
人力/财务/行政|人力资源|培训|18,711|￥6753|https://www.zhipin.com/salaryxc/c101120100_p150105.html|1年以内工作经验占比8%，平均月薪¥5,300；|1-3年工作经验占比47%，平均月薪¥5,900；|3-5年工作经验占比35%，平均月薪¥8,700；|5-10年工作经验占比9%，平均月薪¥10,200；|10年以上工作经验占比1%，平均月薪¥14,550；|24岁以下占比33%；|25岁-29岁占比33%；|30岁-34岁占比22%；|35岁-39岁占比9%；|40岁-44岁占比2%；|45岁以上占比1%；
人力/财务/行政|人力资源|薪酬绩效|11,996|￥8173|https://www.zhipin.com/salaryxc/c101120100_p150106.html||1-3年工作经验占比44%，平均月薪¥4,700；|3-5年工作经验占比47%，平均月薪¥7,400；|5-10年工作经验占比9%，平均月薪¥12,950；||24岁以下占比41%；|25岁-29岁占比27%；|30岁-34岁占比17%；|35岁-39岁占比10%；|40岁-44岁占比3%；|45岁以上占比2%；
人力/财务/行政|人力资源|人力资源总监|17,975|￥14203|https://www.zhipin.com/salaryxc/c101120100_p150108.html||1-3年工作经验占比14%，平均月薪¥8,600；|3-5年工作经验占比26%，平均月薪¥9,700；|5-10年工作经验占比50%，平均月薪¥12,900；|10年以上工作经验占比10%，平均月薪¥12,900；|24岁以下占比3%；|25岁-29岁占比11%；|30岁-34岁占比29%；|35岁-39岁占比34%；|40岁-44岁占比17%；|45岁以上占比6%；
人力/财务/行政|人力资源|员工关系|10,826|￥5393|https://www.zhipin.com/salaryxc/c101120100_p150109.html|1年以内工作经验占比1%，平均月薪¥3,300；|1-3年工作经验占比59%，平均月薪¥5,000；|3-5年工作经验占比38%，平均月薪¥6,600；|5-10年工作经验占比1%，平均月薪¥9,900；|10年以上工作经验占比1%，平均月薪¥14,829；|24岁以下占比56%；|25岁-29岁占比26%；|30岁-34岁占比11%；|35岁-39岁占比5%；|40岁-44岁占比2%；|
人力/财务/行政|人力资源|组织发展|6,107|￥9286|https://www.zhipin.com/salaryxc/c101120100_p150110.html||1-3年工作经验占比51%，平均月薪¥5,000；|3-5年工作经验占比37%，平均月薪¥10,000；|5-10年工作经验占比12%，平均月薪¥13,200；||24岁以下占比58%；|25岁-29岁占比24%；|30岁-34岁占比10%；|35岁-39岁占比5%；|40岁-44岁占比2%；|45岁以上占比1%；
人力/财务/行政|人力资源|企业文化|1,237|￥5730|https://www.zhipin.com/salaryxc/c101120100_p150111.html||1-3年工作经验占比42%，平均月薪¥6,000；|3-5年工作经验占比51%，平均月薪¥8,600；|5-10年工作经验占比6%，平均月薪¥17,000；|10年以上工作经验占比1%，平均月薪¥25,465；|24岁以下占比33%；|25岁-29岁占比35%；|30岁-34岁占比20%；|35岁-39岁占比9%；|40岁-44岁占比3%；|
人力/财务/行政|人力资源|人力资源经理/主管|95,154|￥7063|https://www.zhipin.com/salaryxc/c101120100_p150403.html|1年以内工作经验占比3%，平均月薪¥5,000；|1-3年工作经验占比35%，平均月薪¥5,600；|3-5年工作经验占比44%，平均月薪¥6,300；|5-10年工作经验占比17%，平均月薪¥7,900；|10年以上工作经验占比1%，平均月薪¥8,600；|24岁以下占比22%；|25岁-29岁占比27%；|30岁-34岁占比27%；|35岁-39岁占比17%；|40岁-44岁占比5%；|45岁以上占比2%；
人力/财务/行政|人力资源|猎头顾问|4,928|￥8193|https://www.zhipin.com/salaryxc/c101120100_p260108.html||1-3年工作经验占比16%，平均月薪¥7,100；|3-5年工作经验占比82%，平均月薪¥8,000；|5-10年工作经验占比1%，平均月薪¥9,700；|10年以上工作经验占比1%，平均月薪¥14,530；|24岁以下占比49%；|25岁-29岁占比36%；|30岁-34岁占比11%；|35岁-39岁占比4%；||
人力/财务/行政|行政|企业党建|2,689|￥7923|https://www.zhipin.com/salaryxc/c101120100_p140802.html||1-3年工作经验占比56%，平均月薪¥5,000；|3-5年工作经验占比36%，平均月薪¥5,750；|5-10年工作经验占比6%，平均月薪¥6,050；|10年以上工作经验占比2%，平均月薪¥17,600；|24岁以下占比38%；|25岁-29岁占比30%；|30岁-34岁占比13%；|35岁-39岁占比10%；|40岁-44岁占比5%；|45岁以上占比4%；
人力/财务/行政|行政|行政专员/助理|310,224|￥4826|https://www.zhipin.com/salaryxc/c101120100_p150201.html|1年以内工作经验占比24%，平均月薪¥3,700；|1-3年工作经验占比67%，平均月薪¥4,300；|3-5年工作经验占比8%，平均月薪¥4,300；|5-10年工作经验占比1%，平均月薪¥4,300；||24岁以下占比72%；|25岁-29岁占比19%；|30岁-34岁占比6%；|35岁-39岁占比2%；|40岁-44岁占比1%；|
人力/财务/行政|行政|前台|172,492|￥4250|https://www.zhipin.com/salaryxc/c101120100_p150202.html|1年以内工作经验占比34%，平均月薪¥4,000；|1-3年工作经验占比64%，平均月薪¥4,000；|3-5年工作经验占比2%，平均月薪¥4,000；|||24岁以下占比81%；|25岁-29岁占比13%；|30岁-34岁占比3%；|35岁-39岁占比1%；||45岁以上占比2%；
人力/财务/行政|行政|经理助理|46,017|￥4776|https://www.zhipin.com/salaryxc/c101120100_p150205.html|1年以内工作经验占比19%，平均月薪¥5,000；|1-3年工作经验占比65%，平均月薪¥5,000；|3-5年工作经验占比13%，平均月薪¥5,400；|5-10年工作经验占比2%，平均月薪¥5,600；|10年以上工作经验占比1%，平均月薪¥5,700；|24岁以下占比69%；|25岁-29岁占比20%；|30岁-34岁占比7%；|35岁-39岁占比3%；|40岁-44岁占比1%；|
人力/财务/行政|行政|后勤|34,306|￥4210|https://www.zhipin.com/salaryxc/c101120100_p150207.html|1年以内工作经验占比12%，平均月薪¥3,000；|1-3年工作经验占比75%，平均月薪¥3,600；|3-5年工作经验占比11%，平均月薪¥4,000；|5-10年工作经验占比1%，平均月薪¥4,000；|10年以上工作经验占比1%，平均月薪¥4,700；|24岁以下占比53%；|25岁-29岁占比20%；|30岁-34岁占比12%；|35岁-39岁占比8%；|40岁-44岁占比4%；|45岁以上占比3%；
人力/财务/行政|行政|行政总监|3,192|￥10396|https://www.zhipin.com/salaryxc/c101120100_p150209.html||1-3年工作经验占比14%，平均月薪¥6,900；|3-5年工作经验占比51%，平均月薪¥8,300；|5-10年工作经验占比34%，平均月薪¥11,400；|10年以上工作经验占比1%，平均月薪¥13,500；|24岁以下占比10%；|25岁-29岁占比15%；|30岁-34岁占比24%；|35岁-39岁占比28%；|40岁-44岁占比16%；|45岁以上占比7%；
人力/财务/行政|行政|文员|167,193|￥4360|https://www.zhipin.com/salaryxc/c101120100_p150210.html|1年以内工作经验占比32%，平均月薪¥3,600；|1-3年工作经验占比64%，平均月薪¥4,000；|3-5年工作经验占比4%，平均月薪¥4,000；|||24岁以下占比76%；|25岁-29岁占比16%；|30岁-34岁占比5%；|35岁-39岁占比2%；|40岁-44岁占比1%；|
人力/财务/行政|行政|档案管理|2,275|￥4026|https://www.zhipin.com/salaryxc/c101120100_p150211.html||1-3年工作经验占比68%，平均月薪¥4,200；|3-5年工作经验占比29%，平均月薪¥5,000；|5-10年工作经验占比2%，平均月薪¥6,700；|10年以上工作经验占比1%，平均月薪¥10,036；|24岁以下占比62%；|25岁-29岁占比24%；|30岁-34岁占比8%；|35岁-39岁占比3%；|40岁-44岁占比2%；|45岁以上占比1%；
人力/财务/行政|行政|行政经理/主管|25,529|￥7870|https://www.zhipin.com/salaryxc/c101120100_p150401.html|1年以内工作经验占比3%，平均月薪¥4,000；|1-3年工作经验占比36%，平均月薪¥5,600；|3-5年工作经验占比47%，平均月薪¥6,500；|5-10年工作经验占比13%，平均月薪¥7,400；|10年以上工作经验占比1%，平均月薪¥7,700；|24岁以下占比23%；|25岁-29岁占比27%；|30岁-34岁占比26%；|35岁-39岁占比17%；|40岁-44岁占比5%；|45岁以上占比2%；
人力/财务/行政|财务|会计|225,686|￥4453|https://www.zhipin.com/salaryxc/c101120100_p150301.html|1年以内工作经验占比12%，平均月薪¥4,000；|1-3年工作经验占比57%，平均月薪¥4,400；|3-5年工作经验占比25%，平均月薪¥5,000；|5-10年工作经验占比5%，平均月薪¥5,000；|10年以上工作经验占比1%，平均月薪¥5,300；|24岁以下占比53%；|25岁-29岁占比22%；|30岁-34岁占比12%；|35岁-39岁占比7%；|40岁-44岁占比4%；|45岁以上占比2%；
人力/财务/行政|财务|出纳|77,652|￥3913|https://www.zhipin.com/salaryxc/c101120100_p150302.html|1年以内工作经验占比16%，平均月薪¥3,300；|1-3年工作经验占比72%，平均月薪¥4,000；|3-5年工作经验占比11%，平均月薪¥4,000；|5-10年工作经验占比1%，平均月薪¥4,000；||24岁以下占比59%；|25岁-29岁占比22%；|30岁-34岁占比10%；|35岁-39岁占比5%；|40岁-44岁占比2%；|45岁以上占比2%；
人力/财务/行政|财务|财务顾问|10,986|￥6616|https://www.zhipin.com/salaryxc/c101120100_p150303.html||1-3年工作经验占比52%，平均月薪¥5,600；|3-5年工作经验占比44%，平均月薪¥6,000；|5-10年工作经验占比3%，平均月薪¥7,700；|10年以上工作经验占比1%，平均月薪¥16,400；|24岁以下占比40%；|25岁-29岁占比21%；|30岁-34岁占比15%；|35岁-39岁占比11%；|40岁-44岁占比7%；|45岁以上占比6%；
人力/财务/行政|财务|结算会计|6,806|￥4013|https://www.zhipin.com/salaryxc/c101120100_p150304.html||1-3年工作经验占比69%，平均月薪¥3,600；|3-5年工作经验占比31%，平均月薪¥4,300；|||24岁以下占比58%；|25岁-29岁占比22%；|30岁-34岁占比8%；|35岁-39岁占比6%；|40岁-44岁占比3%；|45岁以上占比3%；
人力/财务/行政|财务|税务|10,286|￥5613|https://www.zhipin.com/salaryxc/c101120100_p150305.html||1-3年工作经验占比42%，平均月薪¥5,600；|3-5年工作经验占比54%，平均月薪¥6,700；|5-10年工作经验占比4%，平均月薪¥7,700；||24岁以下占比44%；|25岁-29岁占比21%；|30岁-34岁占比16%；|35岁-39岁占比11%；|40岁-44岁占比5%；|45岁以上占比3%；
人力/财务/行政|财务|审计|12,135|￥6856|https://www.zhipin.com/salaryxc/c101120100_p150306.html||1-3年工作经验占比36%，平均月薪¥5,000；|3-5年工作经验占比55%，平均月薪¥7,700；|5-10年工作经验占比8%，平均月薪¥9,700；|10年以上工作经验占比1%，平均月薪¥22,600；|24岁以下占比54%；|25岁-29岁占比23%；|30岁-34岁占比11%；|35岁-39岁占比6%；|40岁-44岁占比3%；|45岁以上占比3%；
人力/财务/行政|财务|财务总监/VP|10,303|￥19636|https://www.zhipin.com/salaryxc/c101120100_p150308.html||1-3年工作经验占比4%，平均月薪¥10,350；|3-5年工作经验占比50%，平均月薪¥10,600；|5-10年工作经验占比45%，平均月薪¥13,500；|10年以上工作经验占比1%，平均月薪¥25,000；|24岁以下占比1%；|25岁-29岁占比5%；|30岁-34岁占比18%；|35岁-39岁占比28%；|40岁-44岁占比27%；|45岁以上占比21%；
人力/财务/行政|财务|成本会计|7,688|￥5196|https://www.zhipin.com/salaryxc/c101120100_p150310.html||1-3年工作经验占比52%，平均月薪¥5,000；|3-5年工作经验占比45%，平均月薪¥5,700；|5-10年工作经验占比3%，平均月薪¥6,400；||24岁以下占比39%；|25岁-29岁占比27%；|30岁-34岁占比17%；|35岁-39岁占比9%；|40岁-44岁占比5%；|45岁以上占比3%；
人力/财务/行政|财务|总账会计|12,625|￥5243|https://www.zhipin.com/salaryxc/c101120100_p150311.html|1年以内工作经验占比4%，平均月薪¥4,600；|1-3年工作经验占比45%，平均月薪¥5,000；|3-5年工作经验占比36%，平均月薪¥5,700；|5-10年工作经验占比12%，平均月薪¥6,700；|10年以上工作经验占比3%，平均月薪¥8,000；|24岁以下占比28%；|25岁-29岁占比27%；|30岁-34岁占比22%；|35岁-39岁占比13%；|40岁-44岁占比6%；|45岁以上占比4%；
人力/财务/行政|财务|建筑/工程会计|1,549|￥5006|https://www.zhipin.com/salaryxc/c101120100_p150312.html||1-3年工作经验占比34%，平均月薪¥4,600；|3-5年工作经验占比54%，平均月薪¥5,300；|5-10年工作经验占比11%，平均月薪¥5,550；|10年以上工作经验占比1%，平均月薪¥8,313；|24岁以下占比26%；|25岁-29岁占比23%；|30岁-34岁占比19%；|35岁-39岁占比15%；|40岁-44岁占比10%；|45岁以上占比7%；
人力/财务/行政|财务|税务外勤会计|5,677|￥3290|https://www.zhipin.com/salaryxc/c101120100_p150313.html|1年以内工作经验占比1%，平均月薪¥3,700；|1-3年工作经验占比69%，平均月薪¥4,300；|3-5年工作经验占比11%，平均月薪¥5,700；|5-10年工作经验占比17%，平均月薪¥6,442；|10年以上工作经验占比2%，平均月薪¥9,650；|24岁以下占比64%；|25岁-29岁占比15%；|30岁-34岁占比9%；|35岁-39岁占比7%；|40岁-44岁占比3%；|45岁以上占比2%；
